,image,nonexpert_labels,cleaned_nonexpert_label,expert_label,final_label,day
256,3J6A2643.JPG,"Proliferative,Inflammatory,Proliferative",Proliferative,,Proliferative,7
257,3J6A2651.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Proliferative,Proliferative,7
258,3J6A2665.JPG,"Maturation,Maturation,Proliferative",Maturation,,Proliferative,7
259,3J6A2671.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Inflammatory,Proliferative,7
260,3J6A2682.JPG,"Proliferative,Maturation,Proliferative",Proliferative,,Proliferative,7
261,3J6A2693.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,7
262,3J6A2701.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,7
263,3J6A2710.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,7
264,3J6A2724.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,7
265,3J6A2731.JPG,"Proliferative,Proliferative,Inflammatory",Proliferative,Proliferative,Proliferative,7
266,3J6A2745.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,7
267,3J6A2756.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Inflammatory,Proliferative,7
268,3J6A2763.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,7
269,3J6A2776.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,7
270,3J6A2795.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Maturation,Proliferative,9
271,3J6A2829.JPG,"Maturation,Maturation,Proliferative",Maturation,Maturation,Proliferative,9
272,3J6A2842.JPG,"Proliferative,Maturation,Proliferative",Proliferative,,Proliferative,9
273,3J6A2861.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,9
274,3J6A2883.JPG,"Maturation,Maturation,Proliferative",Maturation,,Proliferative,9
275,3J6A2900.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,9
276,3J6A2942.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,9
277,3J6A2960.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,9
278,3J6A2988.JPG,"Inflammatory,Proliferative,Inflammatory",Inflammatory,,Inflammatory,9
279,3J6A3010.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,9
280,3J6A3024.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,9
281,3J6A2971.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,9
282,3J6A3047.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,9
283,3J6A3065.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,9
284,3J6A3076.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,9
285,3J6A3099.JPG,"Proliferative,Maturation,Proliferative",Proliferative,,Proliferative,9
286,3J6A3114.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,9
287,3J6A3129.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,9
288,3J6A3140.JPG,"Maturation,Maturation,Proliferative",Maturation,,Proliferative,11
289,3J6A3152.JPG,"Maturation,Maturation,Proliferative",Maturation,Maturation,Proliferative,11
290,3J6A3180.JPG,"Proliferative,Proliferative,Maturation",,Maturation,Proliferative,11
291,3J6A3196.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Maturation,Proliferative,11
292,3J6A3209.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,11
293,3J6A3230.JPG,"Maturation,Maturation,Proliferative",Maturation,Maturation,Proliferative,11
294,3J6A3252.JPG,"Maturation,Maturation,Proliferative",Maturation,,Proliferative,11
295,3J6A3274.JPG,"Maturation,Maturation,Proliferative",Maturation,,Proliferative,11
296,3J6A3290.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Maturation,Proliferative,11
297,3J6A3304.JPG,"Maturation,Proliferative,Proliferative",Proliferative,,Proliferative,11
298,3J6A3323.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,11
299,3J6A3337.JPG,"Maturation,Proliferative,Proliferative",Proliferative,,Proliferative,11
300,3J6A3366.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Maturation,Proliferative,13
301,3J6A3379.JPG,"Maturation,Proliferative,Proliferative",,Maturation,Proliferative,13
302,3J6A3394.JPG,"Maturation,Proliferative,Proliferative",,Maturation,Proliferative,13
303,3J6A3411.JPG,"Maturation,Proliferative,Proliferative",,Maturation,Proliferative,13
304,3J6A3425.JPG,"Proliferative,Maturation,Proliferative",Proliferative,,Proliferative,13
305,3J6A3440.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,13
306,3J6A3460.JPG,"Proliferative,Maturation,Proliferative",Proliferative,,Proliferative,13
307,3J6A3481.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Maturation,Proliferative,13
308,3J6A3496.JPG,"Maturation,Maturation,Proliferative",Maturation,Maturation,Maturation,13
309,3J6A3530.JPG,"Maturation,Maturation,Proliferative",Maturation,Maturation,Proliferative,13
310,3J6A3538.JPG,"Maturation,Proliferative,Proliferative",,Maturation,Proliferative,13
311,3J6A3565.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Maturation,Proliferative,13
312,3J6A3582.JPG,"Maturation,Proliferative,Proliferative",,Maturation,Proliferative,15
313,3J6A3603.JPG,"Maturation,Proliferative,Proliferative",,Maturation,Proliferative,15
314,3J6A3615.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Maturation,Proliferative,15
315,3J6A3630.JPG,"Maturation,Proliferative,Proliferative",,Maturation,Proliferative,15
316,3J6A3643.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,Maturation,Proliferative,15
317,3J6A3657.JPG,"Maturation,Maturation,Proliferative",Maturation,Maturation,Maturation,15
318,3J6A3681.JPG,"Maturation,Proliferative,Proliferative",Proliferative,,Proliferative,16
319,3J6A3693.JPG,"Maturation,Maturation,Proliferative",Maturation,,Proliferative,16
320,3J6A3749.JPG,"Maturation,Maturation,Proliferative",Maturation,Maturation,Maturation,16
321,3J6A3707.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,16
322,3J6A3720.JPG,"Maturation,Maturation,Proliferative",Maturation,,Proliferative,16
323,3J6A3731.JPG,"Proliferative,Proliferative,Proliferative",Proliferative,,Proliferative,16
324,3J6A3763.JPG,"Maturation,Maturation,Maturation",Maturation,Maturation,Maturation,19
325,3J6A3779.JPG,"Proliferative,Maturation,Proliferative",Proliferative,,Proliferative,19
326,3J6A3794.JPG,"Maturation,Maturation,Maturation",Maturation,Maturation,Maturation,19
327,3J6A3811.JPG,"Maturation,Maturation,Maturation",Maturation,Maturation,Maturation,21
328,3J6A3823.JPG,"Maturation,Maturation,Maturation",Maturation,,Maturation,21
329,3J6A3849.JPG,"Maturation,Maturation,Maturation",Maturation,Maturation,Maturation,21
